"Source","Publication","Table","Variables","AllVariables"
"FE","<a href='https://explore-education-statistics.service.gov.uk/find-statistics/fe-learners-going-into-employment-and-learning-destinations-by-local-authority-district'>FE learners going into employment and learning destinations by local authority district</a>","Number of FE learners going into employment and learning destinations by local authority district","Fulllevel3","Time period, Time identifier, Geographic level, Country code, Country name, Region code, Region name, Lad code, Lad name, Total learners, Numberofmatchedlearners, Fe, He, Sust emp only, Spd, Emp, Selfemp, Empandlearn, Learn, Learnonly, Belowl2, Engmath, Level2, Fulllevel2, Level3, Fulllevel3, Level4plus, Notassigned, App, Appintermediate, Appadvancedplus, Anylearn, Notsustained, Notsustainednb, Notsustainedbenefit, Benefits, Nodest"
"FE","<a href='https://explore-education-statistics.service.gov.uk/find-statistics/fe-learners-going-into-employment-and-learning-destinations-by-local-authority-district'>FE learners going into employment and learning destinations by local authority district</a>","Number of FE learners going into employment and learning destinations by local authority district","Level4plus","Time period, Time identifier, Geographic level, Country code, Country name, Region code, Region name, Lad code, Lad name, Total learners, Numberofmatchedlearners, Fe, He, Sust emp only, Spd, Emp, Selfemp, Empandlearn, Learn, Learnonly, Belowl2, Engmath, Level2, Fulllevel2, Level3, Fulllevel3, Level4plus, Notassigned, App, Appintermediate, Appadvancedplus, Anylearn, Notsustained, Notsustainednb, Notsustainedbenefit, Benefits, Nodest"
"FE","<a href='https://explore-education-statistics.service.gov.uk/find-statistics/fe-learners-going-into-employment-and-learning-destinations-by-local-authority-district'>FE learners going into employment and learning destinations by local authority district</a>","Number of FE learners going into employment and learning destinations by local authority district","Notassigned","Time period, Time identifier, Geographic level, Country code, Country name, Region code, Region name, Lad code, Lad name, Total learners, Numberofmatchedlearners, Fe, He, Sust emp only, Spd, Emp, Selfemp, Empandlearn, Learn, Learnonly, Belowl2, Engmath, Level2, Fulllevel2, Level3, Fulllevel3, Level4plus, Notassigned, App, Appintermediate, Appadvancedplus, Anylearn, Notsustained, Notsustainednb, Notsustainedbenefit, Benefits, Nodest"
"FE","<a href='https://explore-education-statistics.service.gov.uk/find-statistics/fe-learners-going-into-employment-and-learning-destinations-by-local-authority-district'>FE learners going into employment and learning destinations by local authority district</a>","Number of FE learners going into employment and learning destinations by local authority district","App","Time period, Time identifier, Geographic level, Country code, Country name, Region code, Region name, Lad code, Lad name, Total learners, Numberofmatchedlearners, Fe, He, Sust emp only, Spd, Emp, Selfemp, Empandlearn, Learn, Learnonly, Belowl2, Engmath, Level2, Fulllevel2, Level3, Fulllevel3, Level4plus, Notassigned, App, Appintermediate, Appadvancedplus, Anylearn, Notsustained, Notsustainednb, Notsustainedbenefit, Benefits, Nodest"
"FE","<a href='https://explore-education-statistics.service.gov.uk/find-statistics/fe-learners-going-into-employment-and-learning-destinations-by-local-authority-district'>FE learners going into employment and learning destinations by local authority district</a>","Number of FE learners going into employment and learning destinations by local authority district","Appintermediate","Time period, Time identifier, Geographic level, Country code, Country name, Region code, Region name, Lad code, Lad name, Total learners, Numberofmatchedlearners, Fe, He, Sust emp only, Spd, Emp, Selfemp, Empandlearn, Learn, Learnonly, Belowl2, Engmath, Level2, Fulllevel2, Level3, Fulllevel3, Level4plus, Notassigned, App, Appintermediate, Appadvancedplus, Anylearn, Notsustained, Notsustainednb, Notsustainedbenefit, Benefits, Nodest"
"FE","<a href='https://explore-education-statistics.service.gov.uk/find-statistics/fe-learners-going-into-employment-and-learning-destinations-by-local-authority-district'>FE learners going into employment and learning destinations by local authority district</a>","Number of FE learners going into employment and learning destinations by local authority district","Appadvancedplus","Time period, Time identifier, Geographic level, Country code, Country name, Region code, Region name, Lad code, Lad name, Total learners, Numberofmatchedlearners, Fe, He, Sust emp only, Spd, Emp, Selfemp, Empandlearn, Learn, Learnonly, Belowl2, Engmath, Level2, Fulllevel2, Level3, Fulllevel3, Level4plus, Notassigned, App, Appintermediate, Appadvancedplus, Anylearn, Notsustained, Notsustainednb, Notsustainedbenefit, Benefits, Nodest"
"FE","<a href='https://explore-education-statistics.service.gov.uk/find-statistics/fe-learners-going-into-employment-and-learning-destinations-by-local-authority-district'>FE learners going into employment and learning destinations by local authority district</a>","Number of FE learners going into employment and learning destinations by local authority district","Anylearn","Time period, Time identifier, Geographic level, Country code, Country name, Region code, Region name, Lad code, Lad name, Total learners, Numberofmatchedlearners, Fe, He, Sust emp only, Spd, Emp, Selfemp, Empandlearn, Learn, Learnonly, Belowl2, Engmath, Level2, Fulllevel2, Level3, Fulllevel3, Level4plus, Notassigned, App, Appintermediate, Appadvancedplus, Anylearn, Notsustained, Notsustainednb, Notsustainedbenefit, Benefits, Nodest"
"FE","<a href='https://explore-education-statistics.service.gov.uk/find-statistics/fe-learners-going-into-employment-and-learning-destinations-by-local-authority-district'>FE learners going into employment and learning destinations by local authority district</a>","Number of FE learners going into employment and learning destinations by local authority district","Notsustained","Time period, Time identifier, Geographic level, Country code, Country name, Region code, Region name, Lad code, Lad name, Total learners, Numberofmatchedlearners, Fe, He, Sust emp only, Spd, Emp, Selfemp, Empandlearn, Learn, Learnonly, Belowl2, Engmath, Level2, Fulllevel2, Level3, Fulllevel3, Level4plus, Notassigned, App, Appintermediate, Appadvancedplus, Anylearn, Notsustained, Notsustainednb, Notsustainedbenefit, Benefits, Nodest"
"FE","<a href='https://explore-education-statistics.service.gov.uk/find-statistics/fe-learners-going-into-employment-and-learning-destinations-by-local-authority-district'>FE learners going into employment and learning destinations by local authority district</a>","Number of FE learners going into employment and learning destinations by local authority district","Notsustainednb","Time period, Time identifier, Geographic level, Country code, Country name, Region code, Region name, Lad code, Lad name, Total learners, Numberofmatchedlearners, Fe, He, Sust emp only, Spd, Emp, Selfemp, Empandlearn, Learn, Learnonly, Belowl2, Engmath, Level2, Fulllevel2, Level3, Fulllevel3, Level4plus, Notassigned, App, Appintermediate, Appadvancedplus, Anylearn, Notsustained, Notsustainednb, Notsustainedbenefit, Benefits, Nodest"
"FE","<a href='https://explore-education-statistics.service.gov.uk/find-statistics/fe-learners-going-into-employment-and-learning-destinations-by-local-authority-district'>FE learners going into employment and learning destinations by local authority district</a>","Number of FE learners going into employment and learning destinations by local authority district","Notsustainedbenefit","Time period, Time identifier, Geographic level, Country code, Country name, Region code, Region name, Lad code, Lad name, Total learners, Numberofmatchedlearners, Fe, He, Sust emp only, Spd, Emp, Selfemp, Empandlearn, Learn, Learnonly, Belowl2, Engmath, Level2, Fulllevel2, Level3, Fulllevel3, Level4plus, Notassigned, App, Appintermediate, Appadvancedplus, Anylearn, Notsustained, Notsustainednb, Notsustainedbenefit, Benefits, Nodest"
"FE","<a href='https://explore-education-statistics.service.gov.uk/find-statistics/fe-learners-going-into-employment-and-learning-destinations-by-local-authority-district'>FE learners going into employment and learning destinations by local authority district</a>","Number of FE learners going into employment and learning destinations by local authority district","Benefits","Time period, Time identifier, Geographic level, Country code, Country name, Region code, Region name, Lad code, Lad name, Total learners, Numberofmatchedlearners, Fe, He, Sust emp only, Spd, Emp, Selfemp, Empandlearn, Learn, Learnonly, Belowl2, Engmath, Level2, Fulllevel2, Level3, Fulllevel3, Level4plus, Notassigned, App, Appintermediate, Appadvancedplus, Anylearn, Notsustained, Notsustainednb, Notsustainedbenefit, Benefits, Nodest"
"FE","<a href='https://explore-education-statistics.service.gov.uk/find-statistics/fe-learners-going-into-employment-and-learning-destinations-by-local-authority-district'>FE learners going into employment and learning destinations by local authority district</a>","Number of FE learners going into employment and learning destinations by local authority district","Nodest","Time period, Time identifier, Geographic level, Country code, Country name, Region code, Region name, Lad code, Lad name, Total learners, Numberofmatchedlearners, Fe, He, Sust emp only, Spd, Emp, Selfemp, Empandlearn, Learn, Learnonly, Belowl2, Engmath, Level2, Fulllevel2, Level3, Fulllevel3, Level4plus, Notassigned, App, Appintermediate, Appadvancedplus, Anylearn, Notsustained, Notsustainednb, Notsustainedbenefit, Benefits, Nodest"
